site_i_enzyme,site_ii_enzyme,site_iii_enzyme,site_i_ovhg,site_ii_ovhg,site_iii_ovhg,pGEX-4T-1_compatible,pMAL-c5X_compatible,pET-21a(+)_compatible,pET-28a(+)_compatible,pET-28a(+)_start_codon_compatible,pCold_I_compatible,pUC18_compatible,pQE-3_compatible
BspDI,XhoI,BspMI,-2,-4,-4,False,False,True,False,False,False,True,False
BspEI,AflII,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BspEI,AflII,BseRI,-4,-4,2,True,False,False,False,False,True,True,False
BspEI,AflII,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
BspEI,AflII,BsmI,-4,-4,2,True,False,False,False,False,False,True,False
BspEI,AflII,BspMI,-4,-4,-4,False,False,False,False,False,True,True,False
BspEI,AflII,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
BspEI,AgeI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BspEI,AgeI,BseRI,-4,-4,2,True,False,False,False,False,True,True,False
BspEI,AgeI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
BspEI,AgeI,BsmI,-4,-4,2,True,False,False,False,False,False,True,False
BspEI,AgeI,BspMI,-4,-4,-4,False,False,False,False,False,True,True,False
BspEI,AgeI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
BspEI,AscI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BspEI,AscI,BseRI,-4,-4,2,True,False,False,False,False,True,True,False
BspEI,AscI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
BspEI,AscI,BsmI,-4,-4,2,True,False,False,False,False,False,True,False
BspEI,AscI,BspMI,-4,-4,-4,False,False,False,False,False,True,True,False
BspEI,AscI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
BspEI,AvrII,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BspEI,AvrII,BseRI,-4,-4,2,True,False,False,False,False,True,True,False
BspEI,AvrII,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
BspEI,AvrII,BsmI,-4,-4,2,True,False,False,False,False,False,True,False
BspEI,AvrII,BspMI,-4,-4,-4,False,False,False,False,False,True,True,False
BspEI,AvrII,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
BspEI,BclI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BspEI,BclI,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
BspEI,BclI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
BspEI,BclI,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
BspEI,BclI,BspMI,-4,-4,-4,False,False,False,False,False,False,True,False
BspEI,BglII,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BspEI,BglII,BseRI,-4,-4,2,True,False,False,False,False,True,True,False
BspEI,BglII,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
BspEI,BglII,BsmI,-4,-4,2,True,False,False,False,False,False,True,False
BspEI,BglII,BspMI,-4,-4,-4,False,False,False,False,False,True,True,False
BspEI,BglII,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
BspEI,BsiWI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BspEI,BsiWI,BseRI,-4,-4,2,True,False,False,False,False,True,True,False
BspEI,BsiWI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
BspEI,BsiWI,BsmI,-4,-4,2,True,False,False,False,False,False,True,False
BspEI,BsiWI,BspMI,-4,-4,-4,False,False,False,False,False,True,True,False
BspEI,BsiWI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
BspEI,BspEI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BspEI,BspEI,BseRI,-4,-4,2,True,False,False,False,False,True,True,False
BspEI,BspEI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
BspEI,BspEI,BsmI,-4,-4,2,True,False,False,False,False,False,True,False
BspEI,BspEI,BspMI,-4,-4,-4,False,False,False,False,False,True,True,False
BspEI,BspEI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
BspEI,BsrGI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BspEI,BsrGI,BseRI,-4,-4,2,True,False,False,False,False,True,True,False
BspEI,BsrGI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
BspEI,BsrGI,BsmI,-4,-4,2,True,False,False,False,False,False,True,False
BspEI,BsrGI,BspMI,-4,-4,-4,False,False,False,False,False,True,True,False
BspEI,BsrGI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
BspEI,BssHII,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BspEI,BssHII,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
BspEI,BssHII,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
BspEI,BssHII,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
BspEI,BssHII,BspMI,-4,-4,-4,False,False,False,False,False,False,True,False
BspEI,EcoRI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BspEI,EcoRI,BseRI,-4,-4,2,True,False,False,False,False,True,True,False
BspEI,EcoRI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
BspEI,EcoRI,BsmI,-4,-4,2,True,False,False,False,False,False,True,False
BspEI,EcoRI,BspMI,-4,-4,-4,False,False,False,False,False,True,True,False
BspEI,EcoRI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
BspEI,HindIII,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BspEI,HindIII,BseRI,-4,-4,2,True,False,False,False,False,True,True,False
BspEI,HindIII,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
BspEI,HindIII,BsmI,-4,-4,2,True,False,False,False,False,False,True,False
BspEI,HindIII,BspMI,-4,-4,-4,False,False,False,False,False,True,True,False
BspEI,HindIII,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
BspEI,MluI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BspEI,MluI,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
BspEI,MluI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
BspEI,MluI,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
BspEI,MluI,BspMI,-4,-4,-4,False,False,False,False,False,False,True,False
BspEI,NcoI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BspEI,NcoI,BseRI,-4,-4,2,True,False,False,False,False,True,True,False
BspEI,NcoI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
BspEI,NcoI,BsmI,-4,-4,2,True,False,False,False,False,False,True,False
BspEI,NcoI,BspMI,-4,-4,-4,False,False,False,False,False,True,True,False
BspEI,NcoI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
BspEI,NheI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BspEI,NheI,BseRI,-4,-4,2,True,False,False,False,False,False,True,False
BspEI,NheI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
BspEI,NheI,BsmI,-4,-4,2,True,False,False,False,False,False,True,False
BspEI,NheI,BspMI,-4,-4,-4,False,False,False,False,False,False,True,False
BspEI,NotI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BspEI,NotI,BseRI,-4,-4,2,True,False,False,False,False,True,True,False
BspEI,NotI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
BspEI,NotI,BsmI,-4,-4,2,True,False,False,False,False,False,True,False
BspEI,NotI,BspMI,-4,-4,-4,False,False,False,False,False,True,True,False
BspEI,NotI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
BspEI,PacI,BbsI,-4,2,-4,False,False,False,False,False,False,True,False
BspEI,PacI,BseRI,-4,2,2,True,False,False,False,False,True,True,False
BspEI,PacI,BsgI,-4,2,2,False,False,False,False,False,False,True,False
BspEI,PacI,BsmI,-4,2,2,True,False,False,False,False,False,True,False
BspEI,PacI,BspMI,-4,2,-4,False,False,False,False,False,True,True,False
BspEI,PacI,SapI,-4,2,-3,False,False,False,False,False,True,False,False
BspEI,PciI,BseRI,-4,-4,2,False,False,False,False,False,True,False,False
BspEI,PciI,BspMI,-4,-4,-4,False,False,False,False,False,True,False,False
BspEI,PciI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
BspEI,PspOMI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BspEI,PspOMI,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
BspEI,PspOMI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
BspEI,PspOMI,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
BspEI,PspOMI,BspMI,-4,-4,-4,False,False,False,False,False,False,True,False
BspEI,SacII,BbsI,-4,2,-4,False,False,False,False,False,False,True,False
BspEI,SacII,BseRI,-4,2,2,True,False,False,False,False,True,True,False
BspEI,SacII,BsgI,-4,2,2,False,False,False,False,False,False,True,False
BspEI,SacII,BsmI,-4,2,2,True,False,False,False,False,False,True,False
BspEI,SacII,BspMI,-4,2,-4,False,False,False,False,False,True,True,False
BspEI,SacII,SapI,-4,2,-3,False,False,False,False,False,True,False,False
BspEI,SalI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BspEI,SalI,BseRI,-4,-4,2,True,False,False,False,False,True,True,False
BspEI,SalI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
BspEI,SalI,BsmI,-4,-4,2,True,False,False,False,False,False,True,False
BspEI,SalI,BspMI,-4,-4,-4,False,False,False,False,False,True,True,False
BspEI,SalI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
BspEI,SpeI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BspEI,SpeI,BseRI,-4,-4,2,True,False,False,False,False,True,True,False
BspEI,SpeI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
BspEI,SpeI,BsmI,-4,-4,2,True,False,False,False,False,False,True,False
BspEI,SpeI,BspMI,-4,-4,-4,False,False,False,False,False,True,True,False
BspEI,SpeI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
BspEI,XbaI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BspEI,XbaI,BseRI,-4,-4,2,True,False,False,False,False,True,True,False
BspEI,XbaI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
BspEI,XbaI,BsmI,-4,-4,2,True,False,False,False,False,False,True,False
BspEI,XbaI,BspMI,-4,-4,-4,False,False,False,False,False,True,True,False
BspEI,XbaI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
BspEI,XhoI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BspEI,XhoI,BseRI,-4,-4,2,True,False,False,False,False,True,True,False
BspEI,XhoI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
BspEI,XhoI,BsmI,-4,-4,2,True,False,False,False,False,False,True,False
BspEI,XhoI,BspMI,-4,-4,-4,False,False,False,False,False,True,True,False
BspEI,XhoI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
BsrGI,AflII,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BsrGI,AflII,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
BsrGI,AflII,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
BsrGI,AflII,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
BsrGI,AflII,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
BsrGI,AflII,BspMI,-4,-4,-4,False,False,True,True,True,True,True,True
BsrGI,AflII,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
BsrGI,AgeI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BsrGI,AgeI,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
BsrGI,AgeI,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
BsrGI,AgeI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
BsrGI,AgeI,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
BsrGI,AgeI,BspMI,-4,-4,-4,False,False,True,True,True,True,True,True
BsrGI,AgeI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
BsrGI,AscI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BsrGI,AscI,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
BsrGI,AscI,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
BsrGI,AscI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
BsrGI,AscI,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
BsrGI,AscI,BspMI,-4,-4,-4,False,False,True,True,True,True,True,True
BsrGI,AscI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
BsrGI,AvrII,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BsrGI,AvrII,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
BsrGI,AvrII,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
BsrGI,AvrII,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
BsrGI,AvrII,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
BsrGI,AvrII,BspMI,-4,-4,-4,False,False,True,True,True,True,True,True
BsrGI,AvrII,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
BsrGI,BclI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BsrGI,BclI,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
BsrGI,BclI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
BsrGI,BclI,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
BsrGI,BclI,BspMI,-4,-4,-4,False,False,False,False,False,False,True,True
BsrGI,BglII,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BsrGI,BglII,BseRI,-4,-4,2,True,False,False,False,False,True,True,False
BsrGI,BglII,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
BsrGI,BglII,BsmI,-4,-4,2,True,False,False,False,False,False,True,False
BsrGI,BglII,BspMI,-4,-4,-4,False,False,False,False,False,True,True,True
BsrGI,BglII,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
BsrGI,BsiWI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BsrGI,BsiWI,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
BsrGI,BsiWI,BseRI,-4,-4,2,True,False,True,True,True,True,True,False
BsrGI,BsiWI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
BsrGI,BsiWI,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
BsrGI,BsiWI,BspMI,-4,-4,-4,False,False,True,True,True,True,True,True
BsrGI,BsiWI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
BsrGI,BspEI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BsrGI,BspEI,BseRI,-4,-4,2,True,False,False,False,False,True,True,False
BsrGI,BspEI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
BsrGI,BspEI,BsmI,-4,-4,2,True,False,False,False,False,False,True,False
BsrGI,BspEI,BspMI,-4,-4,-4,False,False,False,False,False,True,True,False
BsrGI,BspEI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
BsrGI,BsrGI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BsrGI,BsrGI,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
BsrGI,BsrGI,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
BsrGI,BsrGI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
BsrGI,BsrGI,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
BsrGI,BsrGI,BspMI,-4,-4,-4,False,False,True,True,True,True,True,True
BsrGI,BsrGI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
BsrGI,BssHII,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BsrGI,BssHII,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
BsrGI,BssHII,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
BsrGI,BssHII,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
BsrGI,BssHII,BspMI,-4,-4,-4,False,False,False,False,False,False,True,True
BsrGI,EcoRI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BsrGI,EcoRI,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
BsrGI,EcoRI,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
BsrGI,EcoRI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
BsrGI,EcoRI,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
BsrGI,EcoRI,BspMI,-4,-4,-4,False,False,True,True,True,True,True,False
BsrGI,EcoRI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
BsrGI,HindIII,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BsrGI,HindIII,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
BsrGI,HindIII,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
BsrGI,HindIII,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
BsrGI,HindIII,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
BsrGI,HindIII,BspMI,-4,-4,-4,False,False,True,True,True,True,True,True
BsrGI,HindIII,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
BsrGI,MluI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BsrGI,MluI,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
BsrGI,MluI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
BsrGI,MluI,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
BsrGI,MluI,BspMI,-4,-4,-4,False,False,False,False,False,False,True,True
BsrGI,NcoI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BsrGI,NcoI,BsaI,-4,-4,-4,False,False,False,False,True,False,False,False
BsrGI,NcoI,BseRI,-4,-4,2,True,True,True,False,True,True,True,False
BsrGI,NcoI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
BsrGI,NcoI,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
BsrGI,NcoI,BspMI,-4,-4,-4,False,False,True,False,True,True,True,False
BsrGI,NcoI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
BsrGI,NheI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BsrGI,NheI,BsaI,-4,-4,-4,False,False,False,False,True,False,False,False
BsrGI,NheI,BseRI,-4,-4,2,True,True,True,False,True,False,True,False
BsrGI,NheI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
BsrGI,NheI,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
BsrGI,NheI,BspMI,-4,-4,-4,False,False,True,False,True,False,True,False
BsrGI,NotI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BsrGI,NotI,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
BsrGI,NotI,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
BsrGI,NotI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
BsrGI,NotI,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
BsrGI,NotI,BspMI,-4,-4,-4,False,False,True,True,True,True,True,True
BsrGI,NotI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
BsrGI,PacI,BbsI,-4,2,-4,False,False,False,False,False,False,True,False
BsrGI,PacI,BsaI,-4,2,-4,False,False,False,True,True,False,False,False
BsrGI,PacI,BseRI,-4,2,2,True,True,True,True,True,True,True,False
BsrGI,PacI,BsgI,-4,2,2,False,False,False,False,False,False,True,True
BsrGI,PacI,BsmI,-4,2,2,True,False,True,False,False,False,True,False
BsrGI,PacI,BspMI,-4,2,-4,False,False,True,True,True,True,True,True
BsrGI,PacI,SapI,-4,2,-3,False,False,False,False,False,True,False,False
BsrGI,PciI,BseRI,-4,-4,2,False,False,False,False,False,True,False,False
BsrGI,PciI,BspMI,-4,-4,-4,False,False,False,False,False,True,False,False
BsrGI,PciI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
BsrGI,PspOMI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BsrGI,PspOMI,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
BsrGI,PspOMI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
BsrGI,PspOMI,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
BsrGI,PspOMI,BspMI,-4,-4,-4,False,False,False,False,False,False,True,True
BsrGI,SacII,BbsI,-4,2,-4,False,False,False,False,False,False,True,False
BsrGI,SacII,BsaI,-4,2,-4,False,False,False,True,True,False,False,False
BsrGI,SacII,BseRI,-4,2,2,True,True,True,True,True,True,True,False
BsrGI,SacII,BsgI,-4,2,2,False,False,False,False,False,False,True,True
BsrGI,SacII,BsmI,-4,2,2,True,False,True,False,False,False,True,False
BsrGI,SacII,BspMI,-4,2,-4,False,False,True,True,True,True,True,True
BsrGI,SacII,SapI,-4,2,-3,False,False,False,False,False,True,False,False
BsrGI,SalI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BsrGI,SalI,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
BsrGI,SalI,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
BsrGI,SalI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
BsrGI,SalI,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
BsrGI,SalI,BspMI,-4,-4,-4,False,False,True,True,True,True,True,True
BsrGI,SalI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
BsrGI,SpeI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BsrGI,SpeI,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
BsrGI,SpeI,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
BsrGI,SpeI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
BsrGI,SpeI,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
BsrGI,SpeI,BspMI,-4,-4,-4,False,False,True,True,True,True,True,True
BsrGI,SpeI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
BsrGI,XbaI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BsrGI,XbaI,BseRI,-4,-4,2,True,True,False,False,False,True,True,False
BsrGI,XbaI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
BsrGI,XbaI,BsmI,-4,-4,2,True,False,False,False,False,False,True,False
BsrGI,XbaI,BspMI,-4,-4,-4,False,False,False,False,False,True,True,False
BsrGI,XbaI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
BsrGI,XhoI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BsrGI,XhoI,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
BsrGI,XhoI,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
BsrGI,XhoI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
BsrGI,XhoI,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
BsrGI,XhoI,BspMI,-4,-4,-4,False,False,True,True,True,True,True,False
BsrGI,XhoI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
BssHII,AflII,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BssHII,AflII,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
BssHII,AflII,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
BssHII,AflII,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
BssHII,AflII,BspMI,-4,-4,-4,False,False,False,False,False,False,True,True
BssHII,AgeI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BssHII,AgeI,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
BssHII,AgeI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
BssHII,AgeI,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
BssHII,AgeI,BspMI,-4,-4,-4,False,False,False,False,False,False,True,True
BssHII,AscI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BssHII,AscI,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
BssHII,AscI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
BssHII,AscI,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
BssHII,AscI,BspMI,-4,-4,-4,False,False,False,False,False,False,True,True
BssHII,AvrII,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BssHII,AvrII,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
BssHII,AvrII,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
BssHII,AvrII,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
BssHII,AvrII,BspMI,-4,-4,-4,False,False,False,False,False,False,True,True
BssHII,BclI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BssHII,BclI,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
BssHII,BclI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
BssHII,BclI,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
BssHII,BclI,BspMI,-4,-4,-4,False,False,False,False,False,False,True,True
BssHII,BglII,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BssHII,BglII,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
BssHII,BglII,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
BssHII,BglII,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
BssHII,BglII,BspMI,-4,-4,-4,False,False,False,False,False,False,True,True
BssHII,BsiWI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BssHII,BsiWI,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
BssHII,BsiWI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
BssHII,BsiWI,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
BssHII,BsiWI,BspMI,-4,-4,-4,False,False,False,False,False,False,True,True
BssHII,BspEI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BssHII,BspEI,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
BssHII,BspEI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
BssHII,BspEI,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
BssHII,BspEI,BspMI,-4,-4,-4,False,False,False,False,False,False,True,False
BssHII,BsrGI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BssHII,BsrGI,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
BssHII,BsrGI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
BssHII,BsrGI,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
BssHII,BsrGI,BspMI,-4,-4,-4,False,False,False,False,False,False,True,True
BssHII,BssHII,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BssHII,BssHII,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
BssHII,BssHII,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
BssHII,BssHII,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
BssHII,BssHII,BspMI,-4,-4,-4,False,False,False,False,False,False,True,True
BssHII,EcoRI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BssHII,EcoRI,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
BssHII,EcoRI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
BssHII,EcoRI,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
BssHII,EcoRI,BspMI,-4,-4,-4,False,False,False,False,False,False,True,False
BssHII,HindIII,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
BssHII,HindIII,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
BssHII,HindIII,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
BssHII,HindIII,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
BssHII,HindIII,BspMI,-4,-4,-4,False,False,False,False,False,False,True,True
BssHII,MluI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
