site_i_enzyme,site_ii_enzyme,site_iii_enzyme,site_i_ovhg,site_ii_ovhg,site_iii_ovhg,pGEX-4T-1_compatible,pMAL-c5X_compatible,pET-21a(+)_compatible,pET-28a(+)_compatible,pET-28a(+)_start_codon_compatible,pCold_I_compatible,pUC18_compatible,pQE-3_compatible
SacI,SacII,BsaI,4,2,-4,False,False,False,True,True,False,False,False
SacI,SacII,BseRI,4,2,2,True,False,True,True,True,True,True,False
SacI,SacII,BsgI,4,2,2,False,False,False,False,False,False,True,True
SacI,SacII,BsmI,4,2,2,True,False,True,False,False,False,True,False
SacI,SacII,BspMI,4,2,-4,False,False,True,True,True,True,True,True
SacI,SacII,SapI,4,2,-3,False,False,False,False,False,True,False,False
SacI,SalI,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
SacI,SalI,BsaI,4,-4,-4,False,False,False,True,True,False,False,False
SacI,SalI,BseRI,4,-4,2,True,False,True,True,True,True,True,False
SacI,SalI,BsgI,4,-4,2,False,False,False,False,False,False,True,True
SacI,SalI,BsmI,4,-4,2,True,False,True,False,False,False,True,False
SacI,SalI,BspMI,4,-4,-4,False,False,True,True,True,True,True,True
SacI,SalI,SapI,4,-4,-3,False,False,False,False,False,True,False,False
SacI,SpeI,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
SacI,SpeI,BsaI,4,-4,-4,False,False,False,True,True,False,False,False
SacI,SpeI,BseRI,4,-4,2,True,False,True,True,True,True,True,False
SacI,SpeI,BsgI,4,-4,2,False,False,False,False,False,False,True,True
SacI,SpeI,BsmI,4,-4,2,True,False,True,False,False,False,True,False
SacI,SpeI,BspMI,4,-4,-4,False,False,True,True,True,True,True,True
SacI,SpeI,SapI,4,-4,-3,False,False,False,False,False,True,False,False
SacI,XbaI,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
SacI,XbaI,BseRI,4,-4,2,True,False,False,False,False,True,True,False
SacI,XbaI,BsgI,4,-4,2,False,False,False,False,False,False,True,False
SacI,XbaI,BsmI,4,-4,2,True,False,False,False,False,False,True,False
SacI,XbaI,BspMI,4,-4,-4,False,False,False,False,False,True,True,False
SacI,XbaI,SapI,4,-4,-3,False,False,False,False,False,True,False,False
SacI,XhoI,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
SacI,XhoI,BsaI,4,-4,-4,False,False,False,True,True,False,False,False
SacI,XhoI,BseRI,4,-4,2,True,False,True,True,True,True,True,False
SacI,XhoI,BsgI,4,-4,2,False,False,False,False,False,False,True,False
SacI,XhoI,BsmI,4,-4,2,True,False,True,False,False,False,True,False
SacI,XhoI,BspMI,4,-4,-4,False,False,True,True,True,True,True,False
SacI,XhoI,SapI,4,-4,-3,False,False,False,False,False,True,False,False
SacII,AflII,BbsI,2,-4,-4,False,False,False,False,False,False,True,False
SacII,AflII,BsaI,2,-4,-4,False,False,False,True,True,False,False,False
SacII,AflII,BseRI,2,-4,2,True,True,True,True,True,True,True,False
SacII,AflII,BsgI,2,-4,2,False,False,False,False,False,False,True,True
SacII,AflII,BsmI,2,-4,2,True,False,True,False,False,False,True,False
SacII,AflII,BspMI,2,-4,-4,False,False,True,True,True,True,True,True
SacII,AflII,SapI,2,-4,-3,False,False,False,False,False,True,False,False
SacII,AgeI,BbsI,2,-4,-4,False,False,False,False,False,False,True,False
SacII,AgeI,BsaI,2,-4,-4,False,False,False,True,True,False,False,False
SacII,AgeI,BseRI,2,-4,2,True,True,True,True,True,True,True,False
SacII,AgeI,BsgI,2,-4,2,False,False,False,False,False,False,True,True
SacII,AgeI,BsmI,2,-4,2,True,False,True,False,False,False,True,False
SacII,AgeI,BspMI,2,-4,-4,False,False,True,True,True,True,True,True
SacII,AgeI,SapI,2,-4,-3,False,False,False,False,False,True,False,False
SacII,AscI,BbsI,2,-4,-4,False,False,False,False,False,False,True,False
SacII,AscI,BsaI,2,-4,-4,False,False,False,True,True,False,False,False
SacII,AscI,BseRI,2,-4,2,True,True,True,True,True,True,True,False
SacII,AscI,BsgI,2,-4,2,False,False,False,False,False,False,True,True
SacII,AscI,BsmI,2,-4,2,True,False,True,False,False,False,True,False
SacII,AscI,BspMI,2,-4,-4,False,False,True,True,True,True,True,True
SacII,AscI,SapI,2,-4,-3,False,False,False,False,False,True,False,False
SacII,AvrII,BbsI,2,-4,-4,False,False,False,False,False,False,True,False
SacII,AvrII,BsaI,2,-4,-4,False,False,False,True,True,False,False,False
SacII,AvrII,BseRI,2,-4,2,True,True,True,True,True,True,True,False
SacII,AvrII,BsgI,2,-4,2,False,False,False,False,False,False,True,True
SacII,AvrII,BsmI,2,-4,2,True,False,True,False,False,False,True,False
SacII,AvrII,BspMI,2,-4,-4,False,False,True,True,True,True,True,True
SacII,AvrII,SapI,2,-4,-3,False,False,False,False,False,True,False,False
SacII,BclI,BbsI,2,-4,-4,False,False,False,False,False,False,True,False
SacII,BclI,BseRI,2,-4,2,False,False,False,False,False,False,True,False
SacII,BclI,BsgI,2,-4,2,False,False,False,False,False,False,True,True
SacII,BclI,BsmI,2,-4,2,False,False,False,False,False,False,True,False
SacII,BclI,BspMI,2,-4,-4,False,False,False,False,False,False,True,True
SacII,BglII,BbsI,2,-4,-4,False,False,False,False,False,False,True,False
SacII,BglII,BseRI,2,-4,2,True,False,False,False,False,True,True,False
SacII,BglII,BsgI,2,-4,2,False,False,False,False,False,False,True,True
SacII,BglII,BsmI,2,-4,2,True,False,False,False,False,False,True,False
SacII,BglII,BspMI,2,-4,-4,False,False,False,False,False,True,True,True
SacII,BglII,SapI,2,-4,-3,False,False,False,False,False,True,False,False
SacII,BsiWI,BbsI,2,-4,-4,False,False,False,False,False,False,True,False
SacII,BsiWI,BsaI,2,-4,-4,False,False,False,True,True,False,False,False
SacII,BsiWI,BseRI,2,-4,2,True,False,True,True,True,True,True,False
SacII,BsiWI,BsgI,2,-4,2,False,False,False,False,False,False,True,True
SacII,BsiWI,BsmI,2,-4,2,True,False,True,False,False,False,True,False
SacII,BsiWI,BspMI,2,-4,-4,False,False,True,True,True,True,True,True
SacII,BsiWI,SapI,2,-4,-3,False,False,False,False,False,True,False,False
SacII,BspEI,BbsI,2,-4,-4,False,False,False,False,False,False,True,False
SacII,BspEI,BseRI,2,-4,2,True,False,False,False,False,True,True,False
SacII,BspEI,BsgI,2,-4,2,False,False,False,False,False,False,True,False
SacII,BspEI,BsmI,2,-4,2,True,False,False,False,False,False,True,False
SacII,BspEI,BspMI,2,-4,-4,False,False,False,False,False,True,True,False
SacII,BspEI,SapI,2,-4,-3,False,False,False,False,False,True,False,False
SacII,BsrGI,BbsI,2,-4,-4,False,False,False,False,False,False,True,False
SacII,BsrGI,BsaI,2,-4,-4,False,False,False,True,True,False,False,False
SacII,BsrGI,BseRI,2,-4,2,True,True,True,True,True,True,True,False
SacII,BsrGI,BsgI,2,-4,2,False,False,False,False,False,False,True,True
SacII,BsrGI,BsmI,2,-4,2,True,False,True,False,False,False,True,False
SacII,BsrGI,BspMI,2,-4,-4,False,False,True,True,True,True,True,True
SacII,BsrGI,SapI,2,-4,-3,False,False,False,False,False,True,False,False
SacII,BssHII,BbsI,2,-4,-4,False,False,False,False,False,False,True,False
SacII,BssHII,BseRI,2,-4,2,False,False,False,False,False,False,True,False
SacII,BssHII,BsgI,2,-4,2,False,False,False,False,False,False,True,True
SacII,BssHII,BsmI,2,-4,2,False,False,False,False,False,False,True,False
SacII,BssHII,BspMI,2,-4,-4,False,False,False,False,False,False,True,True
SacII,EcoRI,BbsI,2,-4,-4,False,False,False,False,False,False,True,False
SacII,EcoRI,BsaI,2,-4,-4,False,False,False,True,True,False,False,False
SacII,EcoRI,BseRI,2,-4,2,True,True,True,True,True,True,True,False
SacII,EcoRI,BsgI,2,-4,2,False,False,False,False,False,False,True,False
SacII,EcoRI,BsmI,2,-4,2,True,False,True,False,False,False,True,False
SacII,EcoRI,BspMI,2,-4,-4,False,False,True,True,True,True,True,False
SacII,EcoRI,SapI,2,-4,-3,False,False,False,False,False,True,False,False
SacII,HindIII,BbsI,2,-4,-4,False,False,False,False,False,False,True,False
SacII,HindIII,BsaI,2,-4,-4,False,False,False,True,True,False,False,False
SacII,HindIII,BseRI,2,-4,2,True,True,True,True,True,True,True,False
SacII,HindIII,BsgI,2,-4,2,False,False,False,False,False,False,True,True
SacII,HindIII,BsmI,2,-4,2,True,False,True,False,False,False,True,False
SacII,HindIII,BspMI,2,-4,-4,False,False,True,True,True,True,True,True
SacII,HindIII,SapI,2,-4,-3,False,False,False,False,False,True,False,False
SacII,MluI,BbsI,2,-4,-4,False,False,False,False,False,False,True,False
SacII,MluI,BseRI,2,-4,2,False,False,False,False,False,False,True,False
SacII,MluI,BsgI,2,-4,2,False,False,False,False,False,False,True,True
SacII,MluI,BsmI,2,-4,2,False,False,False,False,False,False,True,False
SacII,MluI,BspMI,2,-4,-4,False,False,False,False,False,False,True,True
SacII,NcoI,BbsI,2,-4,-4,False,False,False,False,False,False,True,False
SacII,NcoI,BsaI,2,-4,-4,False,False,False,False,True,False,False,False
SacII,NcoI,BseRI,2,-4,2,True,True,True,False,True,True,True,False
SacII,NcoI,BsgI,2,-4,2,False,False,False,False,False,False,True,False
SacII,NcoI,BsmI,2,-4,2,True,False,True,False,False,False,True,False
SacII,NcoI,BspMI,2,-4,-4,False,False,True,False,True,True,True,False
SacII,NcoI,SapI,2,-4,-3,False,False,False,False,False,True,False,False
SacII,NheI,BbsI,2,-4,-4,False,False,False,False,False,False,True,False
SacII,NheI,BsaI,2,-4,-4,False,False,False,False,True,False,False,False
SacII,NheI,BseRI,2,-4,2,True,True,True,False,True,False,True,False
SacII,NheI,BsgI,2,-4,2,False,False,False,False,False,False,True,False
SacII,NheI,BsmI,2,-4,2,True,False,True,False,False,False,True,False
SacII,NheI,BspMI,2,-4,-4,False,False,True,False,True,False,True,False
SacII,NotI,BbsI,2,-4,-4,False,False,False,False,False,False,True,False
SacII,NotI,BsaI,2,-4,-4,False,False,False,True,True,False,False,False
SacII,NotI,BseRI,2,-4,2,True,True,True,True,True,True,True,False
SacII,NotI,BsgI,2,-4,2,False,False,False,False,False,False,True,True
SacII,NotI,BsmI,2,-4,2,True,False,True,False,False,False,True,False
SacII,NotI,BspMI,2,-4,-4,False,False,True,True,True,True,True,True
SacII,NotI,SapI,2,-4,-3,False,False,False,False,False,True,False,False
SacII,PacI,BbsI,2,2,-4,False,False,False,False,False,False,True,False
SacII,PacI,BsaI,2,2,-4,False,False,False,True,True,False,False,False
SacII,PacI,BseRI,2,2,2,True,True,True,True,True,True,True,False
SacII,PacI,BsgI,2,2,2,False,False,False,False,False,False,True,True
SacII,PacI,BsmI,2,2,2,True,False,True,False,False,False,True,False
SacII,PacI,BspMI,2,2,-4,False,False,True,True,True,True,True,True
SacII,PacI,SapI,2,2,-3,False,False,False,False,False,True,False,False
SacII,PciI,BseRI,2,-4,2,False,False,False,False,False,True,False,False
SacII,PciI,BspMI,2,-4,-4,False,False,False,False,False,True,False,False
SacII,PciI,SapI,2,-4,-3,False,False,False,False,False,True,False,False
SacII,PspOMI,BbsI,2,-4,-4,False,False,False,False,False,False,True,False
SacII,PspOMI,BseRI,2,-4,2,False,False,False,False,False,False,True,False
SacII,PspOMI,BsgI,2,-4,2,False,False,False,False,False,False,True,True
SacII,PspOMI,BsmI,2,-4,2,False,False,False,False,False,False,True,False
SacII,PspOMI,BspMI,2,-4,-4,False,False,False,False,False,False,True,True
SacII,SacII,BbsI,2,2,-4,False,False,False,False,False,False,True,False
SacII,SacII,BsaI,2,2,-4,False,False,False,True,True,False,False,False
SacII,SacII,BseRI,2,2,2,True,True,True,True,True,True,True,False
SacII,SacII,BsgI,2,2,2,False,False,False,False,False,False,True,True
SacII,SacII,BsmI,2,2,2,True,False,True,False,False,False,True,False
SacII,SacII,BspMI,2,2,-4,False,False,True,True,True,True,True,True
SacII,SacII,SapI,2,2,-3,False,False,False,False,False,True,False,False
SacII,SalI,BbsI,2,-4,-4,False,False,False,False,False,False,True,False
SacII,SalI,BsaI,2,-4,-4,False,False,False,True,True,False,False,False
SacII,SalI,BseRI,2,-4,2,True,True,True,True,True,True,True,False
SacII,SalI,BsgI,2,-4,2,False,False,False,False,False,False,True,True
SacII,SalI,BsmI,2,-4,2,True,False,True,False,False,False,True,False
SacII,SalI,BspMI,2,-4,-4,False,False,True,True,True,True,True,True
SacII,SalI,SapI,2,-4,-3,False,False,False,False,False,True,False,False
SacII,SpeI,BbsI,2,-4,-4,False,False,False,False,False,False,True,False
SacII,SpeI,BsaI,2,-4,-4,False,False,False,True,True,False,False,False
SacII,SpeI,BseRI,2,-4,2,True,True,True,True,True,True,True,False
SacII,SpeI,BsgI,2,-4,2,False,False,False,False,False,False,True,True
SacII,SpeI,BsmI,2,-4,2,True,False,True,False,False,False,True,False
SacII,SpeI,BspMI,2,-4,-4,False,False,True,True,True,True,True,True
SacII,SpeI,SapI,2,-4,-3,False,False,False,False,False,True,False,False
SacII,XbaI,BbsI,2,-4,-4,False,False,False,False,False,False,True,False
SacII,XbaI,BseRI,2,-4,2,True,True,False,False,False,True,True,False
SacII,XbaI,BsgI,2,-4,2,False,False,False,False,False,False,True,False
SacII,XbaI,BsmI,2,-4,2,True,False,False,False,False,False,True,False
SacII,XbaI,BspMI,2,-4,-4,False,False,False,False,False,True,True,False
SacII,XbaI,SapI,2,-4,-3,False,False,False,False,False,True,False,False
SacII,XhoI,BbsI,2,-4,-4,False,False,False,False,False,False,True,False
SacII,XhoI,BsaI,2,-4,-4,False,False,False,True,True,False,False,False
SacII,XhoI,BseRI,2,-4,2,True,True,True,True,True,True,True,False
SacII,XhoI,BsgI,2,-4,2,False,False,False,False,False,False,True,False
SacII,XhoI,BsmI,2,-4,2,True,False,True,False,False,False,True,False
SacII,XhoI,BspMI,2,-4,-4,False,False,True,True,True,True,True,False
SacII,XhoI,SapI,2,-4,-3,False,False,False,False,False,True,False,False
SalI,AflII,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
SalI,AflII,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
SalI,AflII,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
SalI,AflII,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
SalI,AflII,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
SalI,AflII,BspMI,-4,-4,-4,False,False,True,True,True,True,True,True
SalI,AflII,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
SalI,AgeI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
SalI,AgeI,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
SalI,AgeI,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
SalI,AgeI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
SalI,AgeI,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
SalI,AgeI,BspMI,-4,-4,-4,False,False,True,True,True,True,True,True
SalI,AgeI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
SalI,AscI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
SalI,AscI,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
SalI,AscI,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
SalI,AscI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
SalI,AscI,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
SalI,AscI,BspMI,-4,-4,-4,False,False,True,True,True,True,True,True
SalI,AscI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
SalI,AvrII,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
SalI,AvrII,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
SalI,AvrII,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
SalI,AvrII,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
SalI,AvrII,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
SalI,AvrII,BspMI,-4,-4,-4,False,False,True,True,True,True,True,True
SalI,AvrII,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
SalI,BclI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
SalI,BclI,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
SalI,BclI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
SalI,BclI,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
SalI,BclI,BspMI,-4,-4,-4,False,False,False,False,False,False,True,True
SalI,BglII,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
SalI,BglII,BseRI,-4,-4,2,True,False,False,False,False,True,True,False
SalI,BglII,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
SalI,BglII,BsmI,-4,-4,2,True,False,False,False,False,False,True,False
SalI,BglII,BspMI,-4,-4,-4,False,False,False,False,False,True,True,True
SalI,BglII,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
SalI,BsiWI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
SalI,BsiWI,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
SalI,BsiWI,BseRI,-4,-4,2,True,False,True,True,True,True,True,False
SalI,BsiWI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
SalI,BsiWI,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
SalI,BsiWI,BspMI,-4,-4,-4,False,False,True,True,True,True,True,True
SalI,BsiWI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
SalI,BspEI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
SalI,BspEI,BseRI,-4,-4,2,True,False,False,False,False,True,True,False
SalI,BspEI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
SalI,BspEI,BsmI,-4,-4,2,True,False,False,False,False,False,True,False
SalI,BspEI,BspMI,-4,-4,-4,False,False,False,False,False,True,True,False
SalI,BspEI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
SalI,BsrGI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
SalI,BsrGI,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
SalI,BsrGI,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
SalI,BsrGI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
SalI,BsrGI,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
SalI,BsrGI,BspMI,-4,-4,-4,False,False,True,True,True,True,True,True
SalI,BsrGI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
SalI,BssHII,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
SalI,BssHII,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
SalI,BssHII,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
SalI,BssHII,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
SalI,BssHII,BspMI,-4,-4,-4,False,False,False,False,False,False,True,True
SalI,EcoRI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
SalI,EcoRI,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
SalI,EcoRI,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
SalI,EcoRI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
SalI,EcoRI,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
SalI,EcoRI,BspMI,-4,-4,-4,False,False,True,True,True,True,True,False
SalI,EcoRI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
SalI,HindIII,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
SalI,HindIII,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
SalI,HindIII,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
SalI,HindIII,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
SalI,HindIII,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
SalI,HindIII,BspMI,-4,-4,-4,False,False,True,True,True,True,True,True
SalI,HindIII,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
SalI,MluI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
SalI,MluI,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
SalI,MluI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
SalI,MluI,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
SalI,MluI,BspMI,-4,-4,-4,False,False,False,False,False,False,True,True
SalI,NcoI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
SalI,NcoI,BsaI,-4,-4,-4,False,False,False,False,True,False,False,False
SalI,NcoI,BseRI,-4,-4,2,True,True,True,False,True,True,True,False
SalI,NcoI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
SalI,NcoI,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
SalI,NcoI,BspMI,-4,-4,-4,False,False,True,False,True,True,True,False
SalI,NcoI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
SalI,NheI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
SalI,NheI,BsaI,-4,-4,-4,False,False,False,False,True,False,False,False
SalI,NheI,BseRI,-4,-4,2,True,True,True,False,True,False,True,False
SalI,NheI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
SalI,NheI,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
SalI,NheI,BspMI,-4,-4,-4,False,False,True,False,True,False,True,False
SalI,NotI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
SalI,NotI,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
SalI,NotI,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
SalI,NotI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
SalI,NotI,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
SalI,NotI,BspMI,-4,-4,-4,False,False,True,True,True,True,True,True
SalI,NotI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
SalI,PacI,BbsI,-4,2,-4,False,False,False,False,False,False,True,False
SalI,PacI,BsaI,-4,2,-4,False,False,False,True,True,False,False,False
SalI,PacI,BseRI,-4,2,2,True,True,True,True,True,True,True,False
SalI,PacI,BsgI,-4,2,2,False,False,False,False,False,False,True,True
SalI,PacI,BsmI,-4,2,2,True,False,True,False,False,False,True,False
SalI,PacI,BspMI,-4,2,-4,False,False,True,True,True,True,True,True
SalI,PacI,SapI,-4,2,-3,False,False,False,False,False,True,False,False
SalI,PciI,BseRI,-4,-4,2,False,False,False,False,False,True,False,False
SalI,PciI,BspMI,-4,-4,-4,False,False,False,False,False,True,False,False
SalI,PciI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
SalI,PspOMI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
SalI,PspOMI,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
SalI,PspOMI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
SalI,PspOMI,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
SalI,PspOMI,BspMI,-4,-4,-4,False,False,False,False,False,False,True,True
SalI,SacII,BbsI,-4,2,-4,False,False,False,False,False,False,True,False
SalI,SacII,BsaI,-4,2,-4,False,False,False,True,True,False,False,False
SalI,SacII,BseRI,-4,2,2,True,True,True,True,True,True,True,False
SalI,SacII,BsgI,-4,2,2,False,False,False,False,False,False,True,True
SalI,SacII,BsmI,-4,2,2,True,False,True,False,False,False,True,False
SalI,SacII,BspMI,-4,2,-4,False,False,True,True,True,True,True,True
SalI,SacII,SapI,-4,2,-3,False,False,False,False,False,True,False,False
SalI,SalI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
SalI,SalI,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
SalI,SalI,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
SalI,SalI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
SalI,SalI,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
SalI,SalI,BspMI,-4,-4,-4,False,False,True,True,True,True,True,True
SalI,SalI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
SalI,SpeI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
SalI,SpeI,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
SalI,SpeI,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
SalI,SpeI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
SalI,SpeI,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
SalI,SpeI,BspMI,-4,-4,-4,False,False,True,True,True,True,True,True
SalI,SpeI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
SalI,XbaI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
SalI,XbaI,BseRI,-4,-4,2,True,True,False,False,False,True,True,False
SalI,XbaI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
SalI,XbaI,BsmI,-4,-4,2,True,False,False,False,False,False,True,False
SalI,XbaI,BspMI,-4,-4,-4,False,False,False,False,False,True,True,False
SalI,XbaI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
SalI,XhoI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
SalI,XhoI,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
SalI,XhoI,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
SalI,XhoI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
SalI,XhoI,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
SalI,XhoI,BspMI,-4,-4,-4,False,False,True,True,True,True,True,False
SalI,XhoI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
SpeI,AflII,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
SpeI,AflII,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
SpeI,AflII,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
SpeI,AflII,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
SpeI,AflII,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
SpeI,AflII,BspMI,-4,-4,-4,False,False,True,True,True,True,True,True
SpeI,AflII,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
SpeI,AgeI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
SpeI,AgeI,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
SpeI,AgeI,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
SpeI,AgeI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
SpeI,AgeI,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
SpeI,AgeI,BspMI,-4,-4,-4,False,False,True,True,True,True,True,True
SpeI,AgeI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
SpeI,AscI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
SpeI,AscI,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
SpeI,AscI,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
SpeI,AscI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
SpeI,AscI,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
SpeI,AscI,BspMI,-4,-4,-4,False,False,True,True,True,True,True,True
SpeI,AscI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
SpeI,AvrII,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
SpeI,AvrII,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
SpeI,AvrII,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
SpeI,AvrII,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
SpeI,AvrII,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
SpeI,AvrII,BspMI,-4,-4,-4,False,False,True,True,True,True,True,True
SpeI,AvrII,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
SpeI,BclI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
SpeI,BclI,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
SpeI,BclI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
