re1,re2,orthogonality
BsiWI,PacI,4
BsiWI,PciI,1
BsiWI,NcoI,1
BsiWI,BspHI,1
BsiWI,NlaIII,4
BsiWI,SphI,4
BsiWI,BseYI,1
BsiWI,GsaI,4
BsiWI,AgeI,1
BsiWI,XmaI,1
BsiWI,MreI,1
BsiWI,KroI,1
BsiWI,BspEI,1
BsiWI,FseI,4
BsiWI,AclI,4
BsiWI,HpySE526I,4
BsiWI,BspDI,4
BsiWI,AciI,4
BsiWI,HpaII,4
BsiWI,Hin6I,4
BsiWI,NarI,4
BsiWI,TaqI,4
BsiWI,BstBI,4
BsiWI,HhaI,4
BsiWI,MluI,1
BsiWI,MauBI,1
BsiWI,BssHII,1
BsiWI,AscI,1
BsiWI,SpeI,1
BsiWI,AvrII,1
BsiWI,NheI,1
BsiWI,XbaI,1
BsiWI,BspOI,4
BsiWI,BglII,1
BsiWI,BamHI,1
BsiWI,BclI,1
BsiWI,SacII,4
BsiWI,SspDI,1
BsiWI,BseX3I,1
BsiWI,NotI,1
BsiWI,PspOMI,1
BsiWI,ApaI,4
BsiWI,BsiWI,0
BsiWI,Asp718I,0
BsiWI,BsrGI,0
BsiWI,KpnI,4
BsiWI,PshBI,4
BsiWI,NdeI,4
BsiWI,BfaI,4
BsiWI,Csp6I,4
BsiWI,MseI,4
BsiWI,BbvCI,4
BsiWI,AbsI,1
BsiWI,SgrDI,1
BsiWI,XhoI,1
BsiWI,SalI,1
BsiWI,ApaLI,1
BsiWI,EcoT22I,4
BsiWI,SdaI,4
BsiWI,PstI,4
BsiWI,AflII,1
Asp718I,EcoRI,1
Asp718I,BauI,1
Asp718I,TaiI,4
Asp718I,AatII,4
Asp718I,HindIII,1
Asp718I,SacI,4
Asp718I,PvuI,4
Asp718I,BstKTI,4
Asp718I,RgaI,4
Asp718I,PacI,4
Asp718I,PciI,1
Asp718I,NcoI,1
Asp718I,BspHI,1
Asp718I,NlaIII,4
Asp718I,SphI,4
Asp718I,BseYI,1
Asp718I,GsaI,4
Asp718I,AgeI,1
Asp718I,XmaI,1
Asp718I,MreI,1
Asp718I,KroI,1
Asp718I,BspEI,1
Asp718I,FseI,4
Asp718I,AclI,4
Asp718I,HpySE526I,4
Asp718I,BspDI,4
Asp718I,AciI,4
Asp718I,HpaII,4
Asp718I,Hin6I,4
Asp718I,NarI,4
Asp718I,TaqI,4
Asp718I,BstBI,4
Asp718I,HhaI,4
Asp718I,MluI,1
Asp718I,MauBI,1
Asp718I,BssHII,1
Asp718I,AscI,1
Asp718I,SpeI,1
Asp718I,AvrII,1
Asp718I,NheI,1
Asp718I,XbaI,1
Asp718I,BspOI,4
Asp718I,BglII,1
Asp718I,BamHI,1
Asp718I,BclI,1
Asp718I,SacII,4
Asp718I,SspDI,1
Asp718I,BseX3I,1
Asp718I,NotI,1
Asp718I,PspOMI,1
Asp718I,ApaI,4
Asp718I,BsiWI,0
Asp718I,Asp718I,0
Asp718I,BsrGI,0
Asp718I,KpnI,4
Asp718I,PshBI,4
Asp718I,NdeI,4
Asp718I,BfaI,4
Asp718I,Csp6I,4
Asp718I,MseI,4
Asp718I,BbvCI,4
Asp718I,AbsI,1
Asp718I,SgrDI,1
Asp718I,XhoI,1
Asp718I,SalI,1
Asp718I,ApaLI,1
Asp718I,EcoT22I,4
Asp718I,SdaI,4
Asp718I,PstI,4
Asp718I,AflII,1
BsrGI,EcoRI,1
BsrGI,BauI,1
BsrGI,TaiI,4
BsrGI,AatII,4
BsrGI,HindIII,1
BsrGI,SacI,4
BsrGI,PvuI,4
BsrGI,BstKTI,4
BsrGI,RgaI,4
BsrGI,PacI,4
BsrGI,PciI,1
BsrGI,NcoI,1
BsrGI,BspHI,1
BsrGI,NlaIII,4
BsrGI,SphI,4
BsrGI,BseYI,1
BsrGI,GsaI,4
BsrGI,AgeI,1
BsrGI,XmaI,1
BsrGI,MreI,1
BsrGI,KroI,1
BsrGI,BspEI,1
BsrGI,FseI,4
BsrGI,AclI,4
BsrGI,HpySE526I,4
BsrGI,BspDI,4
BsrGI,AciI,4
BsrGI,HpaII,4
BsrGI,Hin6I,4
BsrGI,NarI,4
BsrGI,TaqI,4
BsrGI,BstBI,4
BsrGI,HhaI,4
BsrGI,MluI,1
BsrGI,MauBI,1
BsrGI,BssHII,1
BsrGI,AscI,1
BsrGI,SpeI,1
BsrGI,AvrII,1
BsrGI,NheI,1
BsrGI,XbaI,1
BsrGI,BspOI,4
BsrGI,BglII,1
BsrGI,BamHI,1
BsrGI,BclI,1
BsrGI,SacII,4
BsrGI,SspDI,1
BsrGI,BseX3I,1
BsrGI,NotI,1
BsrGI,PspOMI,1
BsrGI,ApaI,4
BsrGI,BsiWI,0
BsrGI,Asp718I,0
BsrGI,BsrGI,0
BsrGI,KpnI,4
BsrGI,PshBI,4
BsrGI,NdeI,4
BsrGI,BfaI,4
BsrGI,Csp6I,4
BsrGI,MseI,4
BsrGI,BbvCI,4
BsrGI,AbsI,1
BsrGI,SgrDI,1
BsrGI,XhoI,1
BsrGI,SalI,1
BsrGI,ApaLI,1
BsrGI,EcoT22I,4
BsrGI,SdaI,4
BsrGI,PstI,4
BsrGI,AflII,1
KpnI,EcoRI,4
KpnI,BauI,4
KpnI,TaiI,1
KpnI,AatII,1
KpnI,HindIII,4
KpnI,SacI,1
KpnI,PvuI,4
KpnI,BstKTI,4
KpnI,RgaI,4
KpnI,PacI,4
KpnI,PciI,4
KpnI,NcoI,4
KpnI,BspHI,4
KpnI,NlaIII,1
KpnI,SphI,1
KpnI,BseYI,4
KpnI,GsaI,1
KpnI,AgeI,4
KpnI,XmaI,4
KpnI,MreI,4
KpnI,KroI,4
KpnI,BspEI,4
KpnI,FseI,1
KpnI,AclI,4
KpnI,HpySE526I,4
KpnI,BspDI,4
KpnI,AciI,4
KpnI,HpaII,4
KpnI,Hin6I,4
KpnI,NarI,4
KpnI,TaqI,4
KpnI,BstBI,4
KpnI,HhaI,4
KpnI,MluI,4
KpnI,MauBI,4
KpnI,BssHII,4
KpnI,AscI,4
KpnI,SpeI,4
KpnI,AvrII,4
KpnI,NheI,4
KpnI,XbaI,4
KpnI,BspOI,1
KpnI,BglII,4
KpnI,BamHI,4
KpnI,BclI,4
KpnI,SacII,4
KpnI,SspDI,4
KpnI,BseX3I,4
KpnI,NotI,4
KpnI,PspOMI,4
KpnI,ApaI,1
KpnI,BsiWI,4
KpnI,Asp718I,4
KpnI,BsrGI,4
KpnI,KpnI,0
KpnI,PshBI,4
KpnI,NdeI,4
KpnI,BfaI,4
KpnI,Csp6I,4
KpnI,MseI,4
KpnI,BbvCI,4
KpnI,AbsI,4
KpnI,SgrDI,4
KpnI,XhoI,4
KpnI,SalI,4
KpnI,ApaLI,4
KpnI,EcoT22I,1
KpnI,SdaI,1
KpnI,PstI,1
KpnI,AflII,4
PshBI,EcoRI,4
PshBI,BauI,4
PshBI,TaiI,4
PshBI,AatII,4
PshBI,HindIII,4
PshBI,SacI,4
PshBI,PvuI,4
PshBI,BstKTI,4
PshBI,RgaI,4
PshBI,PacI,4
PshBI,PciI,4
PshBI,NcoI,4
PshBI,BspHI,4
PshBI,NlaIII,4
PshBI,SphI,4
PshBI,BseYI,4
PshBI,GsaI,4
PshBI,AgeI,4
PshBI,XmaI,4
PshBI,MreI,4
PshBI,KroI,4
PshBI,BspEI,4
PshBI,FseI,4
PshBI,AclI,1
PshBI,HpySE526I,1
PshBI,BspDI,1
PshBI,AciI,1
PshBI,HpaII,1
PshBI,Hin6I,1
PshBI,NarI,1
PshBI,TaqI,1
PshBI,BstBI,1
PshBI,HhaI,4
PshBI,MluI,4
PshBI,MauBI,4
PshBI,BssHII,4
PshBI,AscI,4
PshBI,SpeI,4
PshBI,AvrII,4
PshBI,NheI,4
PshBI,XbaI,4
PshBI,BspOI,4
PshBI,BglII,4
PshBI,BamHI,4
PshBI,BclI,4
PshBI,SacII,4
PshBI,SspDI,4
PshBI,BseX3I,4
PshBI,NotI,4
PshBI,PspOMI,4
PshBI,ApaI,4
PshBI,BsiWI,4
PshBI,Asp718I,4
PshBI,BsrGI,4
PshBI,KpnI,4
PshBI,PshBI,0
PshBI,NdeI,0
PshBI,BfaI,0
PshBI,Csp6I,0
PshBI,MseI,0
PshBI,BbvCI,4
PshBI,AbsI,4
PshBI,SgrDI,4
PshBI,XhoI,4
PshBI,SalI,4
PshBI,ApaLI,4
PshBI,EcoT22I,4
PshBI,SdaI,4
PshBI,PstI,4
PshBI,AflII,4
NdeI,EcoRI,4
NdeI,BauI,4
NdeI,TaiI,4
NdeI,AatII,4
NdeI,HindIII,4
NdeI,SacI,4
NdeI,PvuI,4
NdeI,BstKTI,4
NdeI,RgaI,4
NdeI,PacI,4
NdeI,PciI,4
NdeI,NcoI,4
NdeI,BspHI,4
NdeI,NlaIII,4
NdeI,SphI,4
NdeI,BseYI,4
NdeI,GsaI,4
NdeI,AgeI,4
NdeI,XmaI,4
NdeI,MreI,4
NdeI,KroI,4
NdeI,BspEI,4
NdeI,FseI,4
NdeI,AclI,1
NdeI,HpySE526I,1
NdeI,BspDI,1
NdeI,AciI,1
NdeI,HpaII,1
NdeI,Hin6I,1
NdeI,NarI,1
NdeI,TaqI,1
NdeI,BstBI,1
NdeI,HhaI,4
NdeI,MluI,4
NdeI,MauBI,4
NdeI,BssHII,4
NdeI,AscI,4
NdeI,SpeI,4
NdeI,AvrII,4
NdeI,NheI,4
NdeI,XbaI,4
NdeI,BspOI,4
NdeI,BglII,4
NdeI,BamHI,4
NdeI,BclI,4
NdeI,SacII,4
NdeI,SspDI,4
NdeI,BseX3I,4
NdeI,NotI,4
NdeI,PspOMI,4
NdeI,ApaI,4
NdeI,BsiWI,4
NdeI,Asp718I,4
NdeI,BsrGI,4
NdeI,KpnI,4
NdeI,PshBI,0
NdeI,NdeI,0
NdeI,BfaI,0
NdeI,Csp6I,0
NdeI,MseI,0
NdeI,BbvCI,4
NdeI,AbsI,4
NdeI,SgrDI,4
NdeI,XhoI,4
NdeI,SalI,4
NdeI,ApaLI,4
NdeI,EcoT22I,4
NdeI,SdaI,4
NdeI,PstI,4
NdeI,AflII,4
BfaI,EcoRI,4
BfaI,BauI,4
BfaI,TaiI,4
BfaI,AatII,4
BfaI,HindIII,4
BfaI,SacI,4
BfaI,PvuI,4
BfaI,BstKTI,4
BfaI,RgaI,4
BfaI,PacI,4
BfaI,PciI,4
BfaI,NcoI,4
BfaI,BspHI,4
BfaI,NlaIII,4
BfaI,SphI,4
BfaI,BseYI,4
BfaI,GsaI,4
BfaI,AgeI,4
BfaI,XmaI,4
BfaI,MreI,4
BfaI,KroI,4
BfaI,BspEI,4
BfaI,FseI,4
BfaI,AclI,1
BfaI,HpySE526I,1
BfaI,BspDI,1
BfaI,AciI,1
BfaI,HpaII,1
BfaI,Hin6I,1
BfaI,NarI,1
BfaI,TaqI,1
BfaI,BstBI,1
BfaI,HhaI,4
BfaI,MluI,4
BfaI,MauBI,4
BfaI,BssHII,4
BfaI,AscI,4
BfaI,SpeI,4
BfaI,AvrII,4
BfaI,NheI,4
BfaI,XbaI,4
BfaI,BspOI,4
BfaI,BglII,4
BfaI,BamHI,4
BfaI,BclI,4
BfaI,SacII,4
BfaI,SspDI,4
BfaI,BseX3I,4
BfaI,NotI,4
BfaI,PspOMI,4
BfaI,ApaI,4
BfaI,BsiWI,4
BfaI,Asp718I,4
BfaI,BsrGI,4
BfaI,KpnI,4
BfaI,PshBI,0
BfaI,NdeI,0
BfaI,BfaI,0
BfaI,Csp6I,0
BfaI,MseI,0
BfaI,BbvCI,4
BfaI,AbsI,4
BfaI,SgrDI,4
BfaI,XhoI,4
BfaI,SalI,4
BfaI,ApaLI,4
BfaI,EcoT22I,4
BfaI,SdaI,4
BfaI,PstI,4
BfaI,AflII,4
Csp6I,EcoRI,4
Csp6I,BauI,4
Csp6I,TaiI,4
Csp6I,AatII,4
Csp6I,HindIII,4
Csp6I,SacI,4
Csp6I,PvuI,4
Csp6I,BstKTI,4
Csp6I,RgaI,4
Csp6I,PacI,4
Csp6I,PciI,4
Csp6I,NcoI,4
Csp6I,BspHI,4
Csp6I,NlaIII,4
Csp6I,SphI,4
Csp6I,BseYI,4
Csp6I,GsaI,4
Csp6I,AgeI,4
Csp6I,XmaI,4
Csp6I,MreI,4
Csp6I,KroI,4
Csp6I,BspEI,4
Csp6I,FseI,4
Csp6I,AclI,1
Csp6I,HpySE526I,1
Csp6I,BspDI,1
Csp6I,AciI,1
Csp6I,HpaII,1
Csp6I,Hin6I,1
Csp6I,NarI,1
Csp6I,TaqI,1
Csp6I,BstBI,1
Csp6I,HhaI,4
Csp6I,MluI,4
Csp6I,MauBI,4
Csp6I,BssHII,4
Csp6I,AscI,4
Csp6I,SpeI,4
Csp6I,AvrII,4
Csp6I,NheI,4
Csp6I,XbaI,4
Csp6I,BspOI,4
Csp6I,BglII,4
Csp6I,BamHI,4
Csp6I,BclI,4
Csp6I,SacII,4
Csp6I,SspDI,4
Csp6I,BseX3I,4
Csp6I,NotI,4
Csp6I,PspOMI,4
Csp6I,ApaI,4
Csp6I,BsiWI,4
Csp6I,Asp718I,4
Csp6I,BsrGI,4
Csp6I,KpnI,4
Csp6I,PshBI,0
Csp6I,NdeI,0
Csp6I,BfaI,0
Csp6I,Csp6I,0
Csp6I,MseI,0
Csp6I,BbvCI,4
Csp6I,AbsI,4
Csp6I,SgrDI,4
Csp6I,XhoI,4
Csp6I,SalI,4
Csp6I,ApaLI,4
Csp6I,EcoT22I,4
Csp6I,SdaI,4
Csp6I,PstI,4
Csp6I,AflII,4
MseI,EcoRI,4
MseI,BauI,4
MseI,TaiI,4
MseI,AatII,4
MseI,HindIII,4
MseI,SacI,4
MseI,PvuI,4
MseI,BstKTI,4
MseI,RgaI,4
MseI,PacI,4
MseI,PciI,4
MseI,NcoI,4
MseI,BspHI,4
MseI,NlaIII,4
MseI,SphI,4
MseI,BseYI,4
MseI,GsaI,4
MseI,AgeI,4
MseI,XmaI,4
MseI,MreI,4
MseI,KroI,4
MseI,BspEI,4
MseI,FseI,4
MseI,AclI,1
MseI,HpySE526I,1
MseI,BspDI,1
MseI,AciI,1
MseI,HpaII,1
MseI,Hin6I,1
MseI,NarI,1
MseI,TaqI,1
MseI,BstBI,1
MseI,HhaI,4
MseI,MluI,4
MseI,MauBI,4
MseI,BssHII,4
MseI,AscI,4
MseI,SpeI,4
MseI,AvrII,4
MseI,NheI,4
MseI,XbaI,4
MseI,BspOI,4
MseI,BglII,4
MseI,BamHI,4
MseI,BclI,4
MseI,SacII,4
MseI,SspDI,4
MseI,BseX3I,4
MseI,NotI,4
MseI,PspOMI,4
MseI,ApaI,4
MseI,BsiWI,4
MseI,Asp718I,4
MseI,BsrGI,4
MseI,KpnI,4
MseI,PshBI,0
MseI,NdeI,0
MseI,BfaI,0
MseI,Csp6I,0
MseI,MseI,0
MseI,BbvCI,4
MseI,AbsI,4
MseI,SgrDI,4
MseI,XhoI,4
MseI,SalI,4
MseI,ApaLI,4
MseI,EcoT22I,4
MseI,SdaI,4
MseI,PstI,4
MseI,AflII,4
BbvCI,EcoRI,4
BbvCI,BauI,4
BbvCI,TaiI,4
BbvCI,AatII,4
BbvCI,HindIII,4
BbvCI,SacI,4
BbvCI,PvuI,4
BbvCI,BstKTI,4
BbvCI,RgaI,4
BbvCI,PacI,4
BbvCI,PciI,4
BbvCI,NcoI,4
BbvCI,BspHI,4
BbvCI,NlaIII,4
BbvCI,SphI,4
BbvCI,BseYI,4
BbvCI,GsaI,4
BbvCI,AgeI,4
BbvCI,XmaI,4
BbvCI,MreI,4
BbvCI,KroI,4
BbvCI,BspEI,4
BbvCI,FseI,4
BbvCI,AclI,4
BbvCI,HpySE526I,4
BbvCI,BspDI,4
BbvCI,AciI,4
BbvCI,HpaII,4
BbvCI,Hin6I,4
BbvCI,NarI,4
BbvCI,TaqI,4
BbvCI,BstBI,4
BbvCI,HhaI,4
BbvCI,MluI,4
BbvCI,MauBI,4
BbvCI,BssHII,4
BbvCI,AscI,4
BbvCI,SpeI,4
BbvCI,AvrII,4
BbvCI,NheI,4
BbvCI,XbaI,4
BbvCI,BspOI,4
BbvCI,BglII,4
BbvCI,BamHI,4
BbvCI,BclI,4
BbvCI,SacII,4
BbvCI,SspDI,4
BbvCI,BseX3I,4
BbvCI,NotI,4
BbvCI,PspOMI,4
BbvCI,ApaI,4
BbvCI,BsiWI,4
BbvCI,Asp718I,4
BbvCI,BsrGI,4
BbvCI,KpnI,4
BbvCI,PshBI,4
BbvCI,NdeI,4
BbvCI,BfaI,4
BbvCI,Csp6I,4
BbvCI,MseI,4
BbvCI,BbvCI,0
BbvCI,AbsI,4
BbvCI,SgrDI,4
BbvCI,XhoI,4
BbvCI,SalI,4
BbvCI,ApaLI,4
BbvCI,EcoT22I,4
BbvCI,SdaI,4
BbvCI,PstI,4
BbvCI,AflII,4
AbsI,EcoRI,1
AbsI,BauI,1
AbsI,TaiI,4
AbsI,AatII,4
AbsI,HindIII,1
AbsI,SacI,4
AbsI,PvuI,4
AbsI,BstKTI,4
AbsI,RgaI,4
AbsI,PacI,4
AbsI,PciI,1
AbsI,NcoI,1
AbsI,BspHI,1
AbsI,NlaIII,4
AbsI,SphI,4
AbsI,BseYI,1
AbsI,GsaI,4
AbsI,AgeI,1
AbsI,XmaI,1
AbsI,MreI,1
AbsI,KroI,1
AbsI,BspEI,1
AbsI,FseI,4
AbsI,AclI,4
AbsI,HpySE526I,4
AbsI,BspDI,4
AbsI,AciI,4
AbsI,HpaII,4
AbsI,Hin6I,4
AbsI,NarI,4
AbsI,TaqI,4
AbsI,BstBI,4
AbsI,HhaI,4
AbsI,MluI,1
AbsI,MauBI,1
AbsI,BssHII,1
AbsI,AscI,1
AbsI,SpeI,1
AbsI,AvrII,1
AbsI,NheI,1
AbsI,XbaI,1
AbsI,BspOI,4
AbsI,BglII,1
AbsI,BamHI,1
AbsI,BclI,1
AbsI,SacII,4
AbsI,SspDI,1
AbsI,BseX3I,1
AbsI,NotI,1
AbsI,PspOMI,1
AbsI,ApaI,4
AbsI,BsiWI,1
AbsI,Asp718I,1
AbsI,BsrGI,1
AbsI,KpnI,4
AbsI,PshBI,4
AbsI,NdeI,4
AbsI,BfaI,4
AbsI,Csp6I,4
AbsI,MseI,4
AbsI,BbvCI,4
AbsI,AbsI,0
AbsI,SgrDI,0
AbsI,XhoI,0
AbsI,SalI,0
AbsI,ApaLI,1
AbsI,EcoT22I,4
AbsI,SdaI,4
AbsI,PstI,4
AbsI,AflII,1
SgrDI,EcoRI,1
SgrDI,BauI,1
SgrDI,TaiI,4
SgrDI,AatII,4
SgrDI,HindIII,1
SgrDI,SacI,4
SgrDI,PvuI,4
SgrDI,BstKTI,4
SgrDI,RgaI,4
SgrDI,PacI,4
SgrDI,PciI,1
SgrDI,NcoI,1
SgrDI,BspHI,1
SgrDI,NlaIII,4
SgrDI,SphI,4
SgrDI,BseYI,1
SgrDI,GsaI,4
SgrDI,AgeI,1
SgrDI,XmaI,1
SgrDI,MreI,1
SgrDI,KroI,1
SgrDI,BspEI,1
SgrDI,FseI,4
SgrDI,AclI,4
SgrDI,HpySE526I,4
SgrDI,BspDI,4
SgrDI,AciI,4
SgrDI,HpaII,4
SgrDI,Hin6I,4
SgrDI,NarI,4
SgrDI,TaqI,4
SgrDI,BstBI,4
SgrDI,HhaI,4
SgrDI,MluI,1
SgrDI,MauBI,1
SgrDI,BssHII,1
SgrDI,AscI,1
SgrDI,SpeI,1
SgrDI,AvrII,1
SgrDI,NheI,1
SgrDI,XbaI,1
SgrDI,BspOI,4
SgrDI,BglII,1
SgrDI,BamHI,1
SgrDI,BclI,1
SgrDI,SacII,4
SgrDI,SspDI,1
SgrDI,BseX3I,1
SgrDI,NotI,1
SgrDI,PspOMI,1
SgrDI,ApaI,4
SgrDI,BsiWI,1
SgrDI,Asp718I,1
SgrDI,BsrGI,1
SgrDI,KpnI,4
SgrDI,PshBI,4
SgrDI,NdeI,4
SgrDI,BfaI,4
SgrDI,Csp6I,4
SgrDI,MseI,4
SgrDI,BbvCI,4
SgrDI,AbsI,0
SgrDI,SgrDI,0
SgrDI,XhoI,0
SgrDI,SalI,0
SgrDI,ApaLI,1
SgrDI,EcoT22I,4
SgrDI,SdaI,4
SgrDI,PstI,4
SgrDI,AflII,1
XhoI,EcoRI,1
XhoI,BauI,1
XhoI,TaiI,4
XhoI,AatII,4
XhoI,HindIII,1
XhoI,SacI,4
XhoI,PvuI,4
XhoI,BstKTI,4
XhoI,RgaI,4
XhoI,PacI,4
XhoI,PciI,1
XhoI,NcoI,1
XhoI,BspHI,1
XhoI,NlaIII,4
XhoI,SphI,4
XhoI,BseYI,1
XhoI,GsaI,4
XhoI,AgeI,1
XhoI,XmaI,1
XhoI,MreI,1
XhoI,KroI,1
XhoI,BspEI,1
XhoI,FseI,4
XhoI,AclI,4
XhoI,HpySE526I,4
XhoI,BspDI,4
XhoI,AciI,4
XhoI,HpaII,4
XhoI,Hin6I,4
XhoI,NarI,4
XhoI,TaqI,4
XhoI,BstBI,4
XhoI,HhaI,4
XhoI,MluI,1
XhoI,MauBI,1
XhoI,BssHII,1
XhoI,AscI,1
XhoI,SpeI,1
XhoI,AvrII,1
XhoI,NheI,1
XhoI,XbaI,1
XhoI,BspOI,4
XhoI,BglII,1
XhoI,BamHI,1
XhoI,BclI,1
XhoI,SacII,4
XhoI,SspDI,1
XhoI,BseX3I,1
XhoI,NotI,1
XhoI,PspOMI,1
XhoI,ApaI,4
XhoI,BsiWI,1
XhoI,Asp718I,1
XhoI,BsrGI,1
XhoI,KpnI,4
XhoI,PshBI,4
XhoI,NdeI,4
XhoI,BfaI,4
XhoI,Csp6I,4
XhoI,MseI,4
XhoI,BbvCI,4
XhoI,AbsI,0
XhoI,SgrDI,0
XhoI,XhoI,0
XhoI,SalI,0
XhoI,ApaLI,1
XhoI,EcoT22I,4
XhoI,SdaI,4
XhoI,PstI,4
XhoI,AflII,1
SalI,EcoRI,1
SalI,BauI,1
SalI,TaiI,4
SalI,AatII,4
SalI,HindIII,1
SalI,SacI,4
SalI,PvuI,4
SalI,BstKTI,4
SalI,RgaI,4
SalI,PacI,4
SalI,PciI,1
SalI,NcoI,1
SalI,BspHI,1
SalI,NlaIII,4
SalI,SphI,4
SalI,BseYI,1
SalI,GsaI,4
SalI,AgeI,1
SalI,XmaI,1
SalI,MreI,1
SalI,KroI,1
SalI,BspEI,1
SalI,FseI,4
SalI,AclI,4
SalI,HpySE526I,4
SalI,BspDI,4
SalI,AciI,4
SalI,HpaII,4
SalI,Hin6I,4
SalI,NarI,4
SalI,TaqI,4
SalI,BstBI,4
SalI,HhaI,4
SalI,MluI,1
SalI,MauBI,1
SalI,BssHII,1
SalI,AscI,1
SalI,SpeI,1
SalI,AvrII,1
SalI,NheI,1
SalI,XbaI,1
SalI,BspOI,4
SalI,BglII,1
SalI,BamHI,1
SalI,BclI,1
SalI,SacII,4
SalI,SspDI,1
SalI,BseX3I,1
SalI,NotI,1
SalI,PspOMI,1
SalI,ApaI,4
SalI,BsiWI,1
SalI,Asp718I,1
SalI,BsrGI,1
SalI,KpnI,4
SalI,PshBI,4
SalI,NdeI,4
SalI,BfaI,4
SalI,Csp6I,4
SalI,MseI,4
SalI,BbvCI,4
SalI,AbsI,0
SalI,SgrDI,0
SalI,XhoI,0
SalI,SalI,0
SalI,ApaLI,1
SalI,EcoT22I,4
SalI,SdaI,4
SalI,PstI,4
SalI,AflII,1
ApaLI,EcoRI,1
ApaLI,BauI,1
ApaLI,TaiI,4
ApaLI,AatII,4
ApaLI,HindIII,1
ApaLI,SacI,4
ApaLI,PvuI,4
ApaLI,BstKTI,4
ApaLI,RgaI,4
ApaLI,PacI,4
ApaLI,PciI,1
ApaLI,NcoI,1
ApaLI,BspHI,1
ApaLI,NlaIII,4
ApaLI,SphI,4
ApaLI,BseYI,1
ApaLI,GsaI,4
ApaLI,AgeI,1
ApaLI,XmaI,1
ApaLI,MreI,1
ApaLI,KroI,1
ApaLI,BspEI,1
ApaLI,FseI,4
ApaLI,AclI,4
ApaLI,HpySE526I,4
ApaLI,BspDI,4
ApaLI,AciI,4
ApaLI,HpaII,4
ApaLI,Hin6I,4
ApaLI,NarI,4
ApaLI,TaqI,4
ApaLI,BstBI,4
ApaLI,HhaI,4
ApaLI,MluI,1
ApaLI,MauBI,1
ApaLI,BssHII,1
ApaLI,AscI,1
ApaLI,SpeI,1
ApaLI,AvrII,1
ApaLI,NheI,1
ApaLI,XbaI,1
ApaLI,BspOI,4
ApaLI,BglII,1
ApaLI,BamHI,1
ApaLI,BclI,1
ApaLI,SacII,4
ApaLI,SspDI,1
ApaLI,BseX3I,1
ApaLI,NotI,1
ApaLI,PspOMI,1
ApaLI,ApaI,4
ApaLI,BsiWI,1
ApaLI,Asp718I,1
ApaLI,BsrGI,1
ApaLI,KpnI,4
ApaLI,PshBI,4
ApaLI,NdeI,4
ApaLI,BfaI,4
ApaLI,Csp6I,4
ApaLI,MseI,4
ApaLI,BbvCI,4
ApaLI,AbsI,1
ApaLI,SgrDI,1
ApaLI,XhoI,1
ApaLI,SalI,1
ApaLI,ApaLI,0
ApaLI,EcoT22I,4
ApaLI,SdaI,4
ApaLI,PstI,4
ApaLI,AflII,1
EcoT22I,EcoRI,4
EcoT22I,BauI,4
EcoT22I,TaiI,1
EcoT22I,AatII,1
EcoT22I,HindIII,4
EcoT22I,SacI,1
EcoT22I,PvuI,4
EcoT22I,BstKTI,4
EcoT22I,RgaI,4
EcoT22I,PacI,4
EcoT22I,PciI,4
EcoT22I,NcoI,4
EcoT22I,BspHI,4
EcoT22I,NlaIII,1
EcoT22I,SphI,1
EcoT22I,BseYI,4
EcoT22I,GsaI,1
EcoT22I,AgeI,4
EcoT22I,XmaI,4
EcoT22I,MreI,4
EcoT22I,KroI,4
EcoT22I,BspEI,4
EcoT22I,FseI,1
EcoT22I,AclI,4
EcoT22I,HpySE526I,4
EcoT22I,BspDI,4
EcoT22I,AciI,4
EcoT22I,HpaII,4
EcoT22I,Hin6I,4
EcoT22I,NarI,4
EcoT22I,TaqI,4
EcoT22I,BstBI,4
EcoT22I,HhaI,4
EcoT22I,MluI,4
EcoT22I,MauBI,4
EcoT22I,BssHII,4
EcoT22I,AscI,4
EcoT22I,SpeI,4
EcoT22I,AvrII,4
EcoT22I,NheI,4
EcoT22I,XbaI,4
EcoT22I,BspOI,1
EcoT22I,BglII,4
EcoT22I,BamHI,4
EcoT22I,BclI,4
EcoT22I,SacII,4
EcoT22I,SspDI,4
EcoT22I,BseX3I,4
EcoT22I,NotI,4
EcoT22I,PspOMI,4
EcoT22I,ApaI,1
EcoT22I,BsiWI,4
EcoT22I,Asp718I,4
EcoT22I,BsrGI,4
EcoT22I,KpnI,1
EcoT22I,PshBI,4
EcoT22I,NdeI,4
EcoT22I,BfaI,4
EcoT22I,Csp6I,4
EcoT22I,MseI,4
EcoT22I,BbvCI,4
EcoT22I,AbsI,4
EcoT22I,SgrDI,4
EcoT22I,XhoI,4
EcoT22I,SalI,4
EcoT22I,ApaLI,4
EcoT22I,EcoT22I,0
EcoT22I,SdaI,0
EcoT22I,PstI,0
EcoT22I,AflII,4
SdaI,EcoRI,4
SdaI,BauI,4
SdaI,TaiI,1
SdaI,AatII,1
SdaI,HindIII,4
SdaI,SacI,1
SdaI,PvuI,4
SdaI,BstKTI,4
SdaI,RgaI,4
SdaI,PacI,4
SdaI,PciI,4
SdaI,NcoI,4
SdaI,BspHI,4
SdaI,NlaIII,1
SdaI,SphI,1
SdaI,BseYI,4
SdaI,GsaI,1
SdaI,AgeI,4
SdaI,XmaI,4
SdaI,MreI,4
SdaI,KroI,4
SdaI,BspEI,4
SdaI,FseI,1
